user_id,event_date,event_type
8,2024-05-04,login
8,2024-05-25,login
8,2024-05-28,login
8,2024-05-23,create_ticket
8,2024-05-29,create_ticket
8,2024-04-17,login
8,2024-06-07,comment
8,2024-05-21,create_ticket
8,2024-06-27,login
8,2024-05-01,login
8,2024-04-28,comment
8,2024-06-16,login
8,2024-05-22,create_ticket
8,2024-05-19,login
8,2024-06-25,create_ticket
8,2024-05-21,login
8,2024-05-05,login
8,2024-06-14,create_ticket
8,2024-05-16,board_view
8,2024-05-06,login
8,2024-04-27,create_ticket
8,2024-04-30,comment
8,2024-05-06,comment
8,2024-06-23,create_ticket
8,2024-04-30,login
8,2024-06-30,login
8,2024-06-05,login
8,2024-05-26,create_ticket
8,2024-06-20,create_ticket
8,2024-05-29,login
8,2024-05-12,login
8,2024-05-11,comment
8,2024-04-29,login
8,2024-06-23,create_ticket
8,2024-04-15,create_ticket
8,2024-04-20,login
8,2024-05-07,board_view
8,2024-04-27,login
8,2024-06-02,comment
8,2024-04-16,create_ticket
8,2024-04-29,board_view
8,2024-04-24,login
8,2024-06-24,login
8,2024-04-19,create_ticket
8,2024-06-13,login
8,2024-04-20,login
8,2024-04-22,login
8,2024-05-23,board_view
8,2024-04-24,comment
8,2024-06-24,board_view
8,2024-06-23,comment
8,2024-04-13,comment
8,2024-06-10,login
8,2024-05-21,comment
8,2024-05-04,login
8,2024-06-01,board_view
8,2024-05-12,board_view
8,2024-06-05,login
8,2024-04-13,board_view
8,2024-06-20,login
8,2024-06-25,create_ticket
8,2024-06-14,create_ticket
8,2024-06-09,login
8,2024-06-12,comment
8,2024-06-18,comment
8,2024-06-05,comment
9,2024-05-07,login
9,2024-06-18,login
9,2024-06-20,login
9,2024-06-11,create_ticket
9,2024-06-14,board_view
9,2024-05-27,comment
9,2024-06-05,login
9,2024-05-24,login
9,2024-05-06,comment
9,2024-05-25,login
9,2024-06-15,create_ticket
9,2024-05-26,login
9,2024-05-28,comment
9,2024-06-07,login
9,2024-06-20,board_view
9,2024-05-21,comment
9,2024-06-28,comment
9,2024-05-20,login
9,2024-06-28,comment
9,2024-05-01,create_ticket
9,2024-06-25,create_ticket
9,2024-06-04,board_view
9,2024-05-07,comment
9,2024-06-13,login
9,2024-06-11,create_ticket
9,2024-06-19,login
9,2024-06-06,create_ticket
9,2024-06-17,comment
9,2024-05-03,comment
9,2024-05-14,comment
9,2024-06-30,login
9,2024-05-17,login
9,2024-05-23,create_ticket
9,2024-05-27,comment
9,2024-06-05,login
9,2024-05-03,create_ticket
9,2024-06-30,login
9,2024-05-13,board_view
9,2024-05-31,login
9,2024-05-25,login
9,2024-05-08,login
9,2024-05-02,login
9,2024-06-25,create_ticket
9,2024-06-30,comment
9,2024-06-04,board_view
9,2024-06-19,create_ticket
9,2024-06-12,create_ticket
9,2024-06-27,login
9,2024-05-04,create_ticket
9,2024-05-06,login
10,2024-03-30,login
10,2024-03-19,login
10,2024-03-19,board_view
10,2024-03-16,login
10,2024-03-18,create_ticket
10,2024-04-05,comment
10,2024-04-06,comment
10,2024-03-28,board_view
10,2024-03-21,board_view
10,2024-03-15,comment
10,2024-03-18,create_ticket
10,2024-04-01,login
10,2024-03-15,comment
10,2024-03-23,comment
10,2024-03-20,login
10,2024-03-16,login
10,2024-03-24,login
10,2024-03-31,login
10,2024-04-01,create_ticket
10,2024-03-31,login
10,2024-03-21,comment
10,2024-03-31,board_view
10,2024-04-06,comment
10,2024-04-09,create_ticket
10,2024-03-18,board_view
10,2024-04-07,login
10,2024-03-21,comment
10,2024-04-05,comment
10,2024-03-18,board_view
10,2024-04-03,board_view
10,2024-04-04,create_ticket
10,2024-03-23,login
10,2024-03-26,board_view
10,2024-04-07,comment
10,2024-04-03,comment
10,2024-03-20,board_view
10,2024-04-05,login
10,2024-04-07,create_ticket
10,2024-03-21,login
10,2024-04-08,login
10,2024-03-17,login
10,2024-04-05,board_view
10,2024-04-02,login
10,2024-03-16,comment
10,2024-03-30,comment
10,2024-04-09,login
10,2024-03-28,comment
10,2024-03-29,comment
10,2024-04-05,comment
10,2024-04-06,login
10,2024-03-26,login
10,2024-04-01,login
10,2024-04-03,board_view
10,2024-03-20,login
10,2024-04-02,create_ticket
10,2024-04-04,board_view
10,2024-03-26,login
10,2024-04-05,login
10,2024-03-30,login
10,2024-03-18,board_view
10,2024-03-25,login
10,2024-04-06,board_view
10,2024-04-04,login
10,2024-03-29,board_view
10,2024-03-27,login
10,2024-03-28,login
10,2024-04-02,comment
10,2024-04-01,login
10,2024-03-19,comment
10,2024-04-05,comment
10,2024-04-03,comment
10,2024-03-29,create_ticket
10,2024-03-20,comment
11,2024-03-28,login
11,2024-04-06,login
11,2024-04-08,board_view
11,2024-03-28,login
11,2024-04-03,login
11,2024-04-05,comment
11,2024-03-29,comment
11,2024-03-28,create_ticket
11,2024-04-02,login
11,2024-04-06,comment
11,2024-03-30,login
11,2024-03-29,create_ticket
11,2024-04-05,board_view
11,2024-03-30,comment
11,2024-03-29,board_view
11,2024-04-05,login
11,2024-03-31,create_ticket
11,2024-04-03,create_ticket
11,2024-04-06,create_ticket
11,2024-03-31,create_ticket
11,2024-04-08,login
11,2024-04-06,board_view
11,2024-04-06,create_ticket
11,2024-04-08,create_ticket
11,2024-04-05,create_ticket
11,2024-04-07,comment
11,2024-04-07,comment
11,2024-03-29,login
11,2024-03-29,board_view
11,2024-04-05,comment
11,2024-04-02,login
11,2024-04-06,login
11,2024-04-06,comment
11,2024-04-07,login
11,2024-04-05,login
11,2024-04-04,login
11,2024-03-28,login
11,2024-04-01,comment
11,2024-04-05,login
11,2024-04-04,login
11,2024-03-28,login
11,2024-03-29,board_view
11,2024-04-04,comment
11,2024-04-01,create_ticket
11,2024-04-03,login
11,2024-04-06,create_ticket
11,2024-03-29,comment
11,2024-03-31,board_view
11,2024-03-29,login
11,2024-03-28,login
11,2024-03-31,board_view
11,2024-03-31,create_ticket
11,2024-04-07,login
11,2024-04-07,create_ticket
12,2024-05-21,board_view
12,2024-05-20,comment
12,2024-05-23,create_ticket
12,2024-05-27,create_ticket
12,2024-04-27,board_view
12,2024-05-14,create_ticket
12,2024-05-28,login
12,2024-04-28,login
12,2024-05-21,login
12,2024-05-31,board_view
12,2024-05-02,login
12,2024-05-31,comment
12,2024-04-26,login
12,2024-05-05,login
12,2024-05-11,create_ticket
12,2024-05-24,create_ticket
12,2024-05-01,create_ticket
12,2024-05-11,comment
12,2024-05-09,create_ticket
12,2024-05-21,create_ticket
12,2024-05-28,comment
12,2024-05-15,login
12,2024-04-29,comment
12,2024-05-06,create_ticket
12,2024-05-25,login
12,2024-05-21,create_ticket
12,2024-05-08,create_ticket
12,2024-05-29,comment
13,2024-05-26,login
13,2024-06-13,login
13,2024-06-26,login
13,2024-05-26,create_ticket
13,2024-04-28,comment
13,2024-04-11,create_ticket
13,2024-05-18,comment
13,2024-06-25,create_ticket
13,2024-05-12,board_view
13,2024-04-14,create_ticket
13,2024-04-30,login
13,2024-05-30,comment
13,2024-05-29,login
13,2024-05-26,create_ticket
13,2024-05-05,board_view
13,2024-05-26,login
13,2024-06-16,login
13,2024-06-11,comment
13,2024-06-16,comment
13,2024-05-15,login
13,2024-04-11,login
13,2024-04-25,create_ticket
13,2024-06-19,login
13,2024-04-19,comment
13,2024-05-13,login
13,2024-04-22,comment
13,2024-05-16,create_ticket
13,2024-05-12,login
13,2024-04-25,login
13,2024-06-09,comment
13,2024-04-09,create_ticket
13,2024-04-12,login
13,2024-04-12,create_ticket
13,2024-04-27,board_view
13,2024-06-21,create_ticket
13,2024-04-16,login
13,2024-04-19,create_ticket
14,2024-04-20,login
14,2024-06-04,comment
14,2024-04-20,comment
14,2024-04-26,board_view
14,2024-05-03,login
14,2024-05-21,board_view
14,2024-04-19,login
14,2024-05-08,comment
14,2024-06-12,create_ticket
14,2024-05-26,board_view
14,2024-06-13,login
15,2024-06-23,login
15,2024-06-20,create_ticket
15,2024-06-17,login
15,2024-06-26,login
15,2024-06-25,create_ticket
15,2024-06-22,login
15,2024-06-30,login
15,2024-06-01,login
15,2024-06-17,login
15,2024-06-29,login
15,2024-06-09,login
15,2024-06-10,board_view
15,2024-06-12,comment
15,2024-06-18,comment
15,2024-06-18,login
15,2024-06-11,board_view
15,2024-06-07,login
15,2024-06-04,login
15,2024-06-12,login
15,2024-06-02,board_view
15,2024-06-01,login
15,2024-06-27,create_ticket
15,2024-06-01,login
15,2024-06-06,board_view
15,2024-06-15,login
16,2024-06-15,create_ticket
16,2024-05-20,board_view
16,2024-05-22,login
16,2024-05-24,login
16,2024-05-16,comment
16,2024-06-10,login
16,2024-05-24,login
16,2024-05-30,login
16,2024-05-13,login
16,2024-06-04,board_view
16,2024-06-01,login
16,2024-06-05,comment
16,2024-05-22,login
16,2024-05-25,login
16,2024-05-13,comment
16,2024-06-09,login
16,2024-06-03,login
16,2024-06-04,comment
16,2024-06-11,login
16,2024-05-21,login
16,2024-06-06,comment
16,2024-05-14,board_view
16,2024-06-12,comment
16,2024-05-23,login
17,2024-06-30,login
17,2024-06-12,comment
17,2024-06-02,login
17,2024-06-07,login
17,2024-06-01,board_view
17,2024-06-22,login
17,2024-06-06,board_view
17,2024-06-15,comment
17,2024-06-01,create_ticket
17,2024-06-25,login
17,2024-05-29,login
17,2024-06-14,login
17,2024-06-20,login
17,2024-05-30,board_view
17,2024-06-28,comment
17,2024-06-12,login
17,2024-06-27,board_view
17,2024-06-28,login
18,2024-03-20,login
18,2024-03-13,login
18,2024-04-11,comment
18,2024-03-11,login
18,2024-03-10,login
18,2024-03-28,login
18,2024-04-13,board_view
18,2024-04-05,login
18,2024-04-05,login
18,2024-04-20,board_view
18,2024-02-26,login
18,2024-03-24,create_ticket
18,2024-03-05,login
18,2024-04-19,create_ticket
18,2024-03-30,login
18,2024-04-12,create_ticket
18,2024-02-22,comment
18,2024-03-31,create_ticket
18,2024-03-22,login
18,2024-03-01,login
18,2024-04-19,login
18,2024-03-23,login
18,2024-04-01,login
18,2024-03-11,comment
18,2024-03-25,login
18,2024-04-17,board_view
18,2024-03-21,comment
18,2024-03-28,create_ticket
18,2024-03-02,create_ticket
18,2024-04-18,board_view
18,2024-04-19,create_ticket
18,2024-03-20,board_view
19,2024-04-12,login
19,2024-01-29,login
19,2024-01-22,create_ticket
19,2024-03-11,board_view
19,2024-01-20,login
19,2024-03-06,create_ticket
19,2024-02-12,create_ticket
19,2024-04-15,login
19,2024-01-26,login
19,2024-04-12,login
19,2024-03-25,login
19,2024-04-19,board_view
19,2024-02-26,board_view
19,2024-03-28,login
19,2024-03-18,login
19,2024-03-14,login
19,2024-03-07,board_view
19,2024-01-08,create_ticket
19,2024-02-12,board_view
19,2024-01-21,comment
19,2024-01-28,login
19,2024-03-04,comment
19,2024-01-20,comment
19,2024-02-09,board_view
19,2024-03-12,create_ticket
19,2024-02-06,login
19,2024-01-05,board_view
19,2024-03-10,login
19,2024-03-09,create_ticket
20,2024-05-17,login
20,2024-06-04,create_ticket
20,2024-05-23,comment
20,2024-04-13,board_view
20,2024-04-19,login
20,2024-06-14,login
20,2024-04-05,comment
20,2024-04-23,login
20,2024-06-11,comment
20,2024-04-06,login
20,2024-05-25,login
20,2024-06-21,login
20,2024-04-23,comment
20,2024-06-17,board_view
20,2024-05-20,board_view
20,2024-06-06,login
20,2024-05-04,login
20,2024-05-01,create_ticket
20,2024-03-31,comment
20,2024-04-19,login
20,2024-05-21,login
20,2024-06-23,login
20,2024-06-30,create_ticket
20,2024-05-08,login
20,2024-06-09,create_ticket
20,2024-04-13,login
20,2024-05-28,login
20,2024-05-11,comment
20,2024-05-10,comment
20,2024-06-05,comment
20,2024-03-30,login
20,2024-06-09,login
20,2024-06-11,create_ticket
20,2024-04-03,login
20,2024-06-01,login
20,2024-06-23,login
20,2024-06-04,comment
20,2024-04-17,login
20,2024-03-31,board_view
20,2024-03-30,login
20,2024-05-20,login
20,2024-05-22,create_ticket
20,2024-05-06,login
20,2024-05-12,comment
20,2024-04-02,comment
20,2024-06-16,comment
20,2024-06-12,login
20,2024-05-18,login
20,2024-04-18,login
20,2024-06-02,login
20,2024-06-04,comment
20,2024-05-05,login
20,2024-05-23,comment
20,2024-04-08,create_ticket
20,2024-05-23,comment
20,2024-06-15,create_ticket
20,2024-05-01,create_ticket
20,2024-04-01,create_ticket
20,2024-06-06,login
21,2024-06-13,login
21,2024-06-12,login
21,2024-06-11,login
21,2024-06-25,login
21,2024-06-21,create_ticket
21,2024-06-12,login
21,2024-06-16,login
21,2024-06-28,login
21,2024-06-11,login
21,2024-06-27,create_ticket
21,2024-06-20,create_ticket
21,2024-06-13,create_ticket
21,2024-06-27,comment
21,2024-06-10,login
21,2024-06-15,login
21,2024-06-23,login
21,2024-06-21,login
21,2024-06-07,create_ticket
21,2024-06-21,login
21,2024-06-25,create_ticket
21,2024-06-12,login
21,2024-06-10,board_view
21,2024-06-20,create_ticket
21,2024-06-24,comment
21,2024-06-09,create_ticket
21,2024-06-16,login
21,2024-06-16,comment
21,2024-06-26,login
21,2024-06-07,login
21,2024-06-16,comment
21,2024-06-06,create_ticket
21,2024-06-06,board_view
21,2024-06-25,login
21,2024-06-07,comment
21,2024-06-15,login
21,2024-06-07,create_ticket
21,2024-06-15,login
21,2024-06-26,login
21,2024-06-11,board_view
21,2024-06-08,create_ticket
21,2024-06-26,comment
21,2024-06-13,login
22,2024-02-07,login
22,2024-02-09,board_view
22,2024-02-19,login
22,2024-04-01,create_ticket
22,2024-04-12,comment
22,2024-03-15,create_ticket
22,2024-04-08,login
22,2024-03-23,board_view
22,2024-04-18,login
22,2024-04-17,login
22,2024-02-27,login
22,2024-04-09,login
22,2024-02-26,create_ticket
22,2024-03-23,login
22,2024-02-15,login
22,2024-03-03,comment
22,2024-03-13,login
22,2024-03-14,login
22,2024-02-29,login
22,2024-03-05,login
22,2024-03-08,comment
22,2024-04-19,login
22,2024-03-06,comment
22,2024-03-20,comment
22,2024-04-18,comment
23,2024-05-15,comment
23,2024-06-18,login
23,2024-06-23,login
23,2024-05-17,board_view
23,2024-05-09,login
23,2024-06-19,login
23,2024-05-11,create_ticket
23,2024-05-14,comment
23,2024-05-26,comment
23,2024-05-20,comment
23,2024-05-28,board_view
23,2024-06-25,login
23,2024-05-09,login
23,2024-05-09,login
23,2024-06-22,create_ticket
23,2024-06-24,comment
23,2024-05-19,login
23,2024-06-21,login
23,2024-05-21,login
23,2024-05-18,comment
23,2024-06-05,login
23,2024-06-17,login
23,2024-05-25,login
23,2024-05-23,login
23,2024-06-11,create_ticket
23,2024-05-23,create_ticket
23,2024-05-12,login
23,2024-06-12,login
23,2024-05-19,login
23,2024-06-16,board_view
23,2024-06-27,create_ticket
23,2024-06-16,board_view
23,2024-05-15,board_view
23,2024-06-10,login
23,2024-05-23,login
23,2024-05-15,login
23,2024-05-28,create_ticket
23,2024-06-13,login
23,2024-05-21,login
24,2024-02-25,login
24,2024-02-14,create_ticket
24,2024-02-08,comment
24,2024-02-11,create_ticket
24,2024-02-26,login
24,2024-02-25,login
24,2024-02-07,login
24,2024-03-01,login
24,2024-01-22,comment
24,2024-02-28,login
24,2024-02-18,login
24,2024-02-10,login
24,2024-02-20,login
24,2024-02-20,board_view
24,2024-02-26,login
24,2024-02-03,board_view
24,2024-02-24,login
24,2024-02-09,login
24,2024-03-01,comment
24,2024-02-26,comment
24,2024-01-24,create_ticket
24,2024-01-27,login
24,2024-02-01,login
24,2024-02-06,login
24,2024-02-21,board_view
24,2024-02-06,board_view
24,2024-01-29,create_ticket
24,2024-02-25,login
24,2024-01-29,login
24,2024-02-18,create_ticket
24,2024-02-03,login
24,2024-01-26,comment
24,2024-02-18,comment
24,2024-01-24,create_ticket
24,2024-02-28,login
24,2024-02-03,board_view
24,2024-02-27,login
24,2024-02-07,board_view
24,2024-02-09,comment
25,2024-06-16,create_ticket
25,2024-06-11,create_ticket
25,2024-06-11,create_ticket
25,2024-06-19,create_ticket
25,2024-06-30,login
26,2024-03-05,board_view
26,2024-04-13,board_view
26,2024-03-17,comment
26,2024-03-16,login
26,2024-03-12,login
26,2024-03-16,login
26,2024-04-06,create_ticket
26,2024-03-24,create_ticket
26,2024-04-08,comment
26,2024-04-07,login
26,2024-04-03,comment
26,2024-04-13,board_view
26,2024-03-04,create_ticket
26,2024-03-09,login
26,2024-04-08,create_ticket
26,2024-03-02,create_ticket
26,2024-03-02,login
26,2024-03-10,login
26,2024-04-09,login
26,2024-04-09,comment
26,2024-03-27,board_view
26,2024-03-10,board_view
26,2024-03-23,login
26,2024-04-15,create_ticket
26,2024-04-15,board_view
26,2024-04-04,login
26,2024-03-15,create_ticket
26,2024-03-05,create_ticket
26,2024-03-14,create_ticket
26,2024-03-26,login
26,2024-03-11,login
26,2024-03-03,create_ticket
26,2024-03-09,create_ticket
26,2024-03-19,board_view
26,2024-04-14,login
26,2024-03-22,create_ticket
26,2024-04-07,login
26,2024-03-06,login
26,2024-02-28,board_view
27,2024-02-24,login
27,2024-01-24,login
27,2024-03-20,comment
27,2024-03-09,create_ticket
27,2024-02-09,login
27,2024-05-03,login
27,2024-04-06,create_ticket
27,2024-02-01,login
27,2024-03-29,comment
27,2024-04-21,login
27,2024-02-19,board_view
27,2024-04-07,create_ticket
27,2024-02-27,login
27,2024-03-09,login
27,2024-02-12,comment
27,2024-03-19,login
27,2024-02-25,create_ticket
27,2024-02-05,login
27,2024-03-03,board_view
27,2024-04-10,board_view
27,2024-03-25,comment
27,2024-01-23,login
27,2024-03-27,comment
27,2024-05-04,login
27,2024-03-28,comment
27,2024-02-15,login
27,2024-03-14,create_ticket
27,2024-04-20,board_view
27,2024-02-28,comment
27,2024-03-26,login
27,2024-05-06,login
27,2024-03-05,create_ticket
27,2024-03-06,comment
27,2024-03-01,login
27,2024-01-24,comment
27,2024-04-06,login
27,2024-03-07,comment
27,2024-02-20,login
27,2024-04-15,board_view
27,2024-04-29,create_ticket
27,2024-03-27,create_ticket
27,2024-02-23,login
27,2024-03-07,login
27,2024-04-22,create_ticket
27,2024-02-01,login
27,2024-01-23,comment
27,2024-02-17,board_view
27,2024-05-03,create_ticket
27,2024-03-19,login
27,2024-03-06,board_view
27,2024-02-10,create_ticket
27,2024-02-28,comment
27,2024-02-15,create_ticket
27,2024-02-22,login
27,2024-03-02,login
27,2024-04-27,create_ticket
27,2024-01-26,board_view
27,2024-02-02,create_ticket
27,2024-03-18,board_view
27,2024-04-06,comment
27,2024-04-28,create_ticket
27,2024-04-07,login
27,2024-03-15,comment
27,2024-03-14,board_view
27,2024-03-30,create_ticket
27,2024-02-23,login
27,2024-03-11,comment
28,2024-04-11,board_view
28,2024-04-13,board_view
28,2024-04-06,login
28,2024-04-15,create_ticket
28,2024-04-15,comment
28,2024-04-14,create_ticket
28,2024-04-19,login
28,2024-04-07,board_view
28,2024-04-14,login
28,2024-04-01,create_ticket
28,2024-04-13,create_ticket
28,2024-04-15,create_ticket
28,2024-04-18,login
28,2024-04-14,login
28,2024-04-18,board_view
28,2024-04-08,board_view
28,2024-04-11,create_ticket
28,2024-04-16,comment
28,2024-04-10,comment
28,2024-04-11,login
28,2024-04-05,login
28,2024-03-29,board_view
28,2024-04-19,create_ticket
28,2024-04-03,comment
28,2024-04-02,create_ticket
28,2024-04-01,board_view
28,2024-04-18,login
28,2024-04-13,login
28,2024-04-14,login
28,2024-04-13,board_view
28,2024-04-13,create_ticket
28,2024-04-09,login
28,2024-04-18,board_view
28,2024-04-01,login
28,2024-04-06,create_ticket
28,2024-04-17,comment
28,2024-04-06,comment
28,2024-04-03,login
28,2024-04-03,login
28,2024-03-29,board_view
28,2024-04-10,comment
28,2024-04-12,create_ticket
28,2024-04-11,comment
28,2024-04-04,login
28,2024-04-07,login
28,2024-04-11,create_ticket
28,2024-04-13,login
28,2024-04-19,comment
29,2024-03-25,comment
29,2024-03-23,board_view
29,2024-03-08,comment
29,2024-03-10,login
29,2024-03-16,login
29,2024-02-28,comment
29,2024-03-24,comment
29,2024-03-07,login
29,2024-03-19,comment
29,2024-03-25,comment
29,2024-03-14,login
29,2024-03-08,login
29,2024-02-21,comment
29,2024-03-26,create_ticket
29,2024-03-14,create_ticket
29,2024-03-16,login
29,2024-02-25,board_view
29,2024-03-25,comment
29,2024-03-02,create_ticket
29,2024-03-23,board_view
29,2024-02-28,create_ticket
29,2024-02-29,login
29,2024-03-02,create_ticket
29,2024-02-28,login
29,2024-03-09,comment
29,2024-03-03,login
29,2024-03-10,create_ticket
30,2024-03-11,board_view
30,2024-05-29,create_ticket
30,2024-03-07,login
30,2024-04-02,login
30,2024-04-25,login
30,2024-05-09,create_ticket
30,2024-05-18,comment
30,2024-06-04,board_view
30,2024-05-15,create_ticket
30,2024-06-06,create_ticket
30,2024-05-03,login
30,2024-03-21,create_ticket
30,2024-06-02,login
30,2024-03-26,login
30,2024-03-28,comment
30,2024-05-07,login
30,2024-03-04,login
30,2024-05-25,comment
